token_gold,token_whisper,optimization,count
più,_,wer_based,1
capa~,_,wer_based,1
io,più,wer_based,1
sì,chiama,wer_based,1
ah,si,wer_based,1
ah,bene,wer_based,1
capite,_,wer_based,1
pro,_,wer_based,1
nean~,esempio,wer_based,1
sì,assolutamente,wer_based,1
mobil~,_,wer_based,1
certa,_,wer_based,1
sì,infatti,wer_based,1
testing,_,wer_based,1
contratti,_,wer_based,1
debitomh,debito,wer_based,1
eh,bounded,wer_based,1
sull'indebitamento,_,wer_based,1
mh,l'aspettativa,wer_based,1
l'emigrazione,_,wer_based,1
l'immi~,_,wer_based,1
ho,l'emigrazione,wer_based,1
all'immigrazione,_,wer_based,1
eh,dago,wer_based,1
eh,impossibilità,wer_based,1
eh,didattiche,wer_based,1
ahokay,sì,wer_based,1
ehm,linguistica,wer_based,1
si,biografia,wer_based,1
eh,all'estruzzino,wer_based,1
all'effi~,_,wer_based,1
sì,di,wer_based,1
sottopon~,_,wer_based,1
esatto,retest,wer_based,1
insomma,_,wer_based,1
co~,_,wer_based,1
eh,ricorda,wer_based,1
compe~,_,wer_based,1
spegazioni,spiegazioni,wer_based,1
spieg~,_,wer_based,1
padronanza,_,wer_based,1
eh,testo,wer_based,1
livello,_,wer_based,1
eh,test,wer_based,1
mh,l'allievo,wer_based,1
mh,punti,wer_based,1
all'indet~,_,wer_based,1
vogliono,_,wer_based,1
dimostra~,_,wer_based,1
tes~,_,wer_based,1
frequentante,_,wer_based,1
sì,d'accordo,wer_based,1
okay,firma,wer_based,1
firmerò,_,wer_based,1
du~,fermerò,wer_based,1
mh,da,wer_based,1
eh,delle,wer_based,1
eh,accolto,wer_based,1
mh,trovare,wer_based,1
soltato,soltanto,wer_based,1
su~,_,wer_based,1
all'interno,_,wer_based,1
okay,ciò,wer_based,1
dire,_,wer_based,1
vuol,_,wer_based,1
okay,per,wer_based,1
ah,valendo,wer_based,1
superio~,_,wer_based,1
sì,può,wer_based,1
s'in~,_,wer_based,1
definizio~,_,wer_based,1
oggettivamente,_,wer_based,1
posso,_,wer_based,1
quando,_,wer_based,1
come,_,wer_based,1
quan~,_,wer_based,1
ti~,_,wer_based,1
ehm,il,wer_based,1
devono,_,wer_based,1
da,dai,wer_based,1
e~,_,wer_based,1
diversfiare,_,wer_based,1
dise~,diversificare,wer_based,1
ehm,sì,wer_based,1
integrali,integrati,wer_based,1
itinere,itineri,wer_based,1
valuta,_,wer_based,1
de~,valutano,wer_based,1
un,che,wer_based,1
ehm,eh,wer_based,1
capacità,_,wer_based,1
ehm,lingua,wer_based,1
solo,_,wer_based,1
un,una,wer_based,1
ess~,_,wer_based,1
t~,_,wer_based,1
un'interrogazione,_,wer_based,1
un'interrog~,_,wer_based,1
a,un'interrogazione,wer_based,1
dei,_,wer_based,1
risfor~,_,wer_based,1
me~,_,wer_based,1
dove,_,wer_based,1
nel,_,wer_based,1
deriva,_,wer_based,1
ehm,si,wer_based,1
produrre,_,wer_based,1
lateralizzazione,_,wer_based,1
rate~,_,wer_based,1
cambia,_,wer_based,1
ehm,l'insegnamento,wer_based,1
ehm,l'insegnante,wer_based,1
suo,_,wer_based,1
dell'apprendimento,_,wer_based,1
della,dell'apprendimento,wer_based,1
diciazzette,_,wer_based,1
sedici,_,wer_based,1
dicias~,_,wer_based,1
va,grazie,wer_based,1
all'incirca,_,wer_based,1
c~,all'incirca,wer_based,1
valotatori,valutatori,wer_based,1
rimane,_,wer_based,1
prova,_,wer_based,1
valor~,_,wer_based,1
la,dell'apprendimento,wer_based,1
