token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
73-12	BO105	73	più	più	linguistic	_	_	_	_	_	_	_
73-13	BO105	73	persone.	persone	linguistic	Intonation=Falling	End=310.995	_	_	_	_	_
74-0	BO105	74	così	così	linguistic	_	Begin=311.338	_	_	_	_	_
74-1	BO105	74	che	che	linguistic	_	_	_	_	_	_	_
74-2	BO105	74	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
74-3	BO105	74	e:h.	eh	linguistic	Intonation=Falling	_	0x1	_	_	_	FP
74-4	BO105	74	anche	anche	linguistic	_	_	_	_	_	_	_
74-5	BO105	74	le	le	linguistic	_	_	_	_	_	_	_
74-6	BO105	74	valutazioni	valutazioni	linguistic	_	_	_	_	_	_	_
74-7	BO105	74	soggettive,	soggettive	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
74-8	BO105	74	appunto,	appunto	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
74-9	BO105	74	possono	possono	linguistic	_	_	_	_	_	_	SR[23]
74-10	BO105	74	essere	essere	linguistic	_	End=315.556	_	_	_	_	SR[23]
75-0	BO105	75	e:h	eh	linguistic	_	Begin=315.953	0x1	_	_	_	FP|SR[23]
75-1	BO105	75	ci	ci	linguistic	_	_	_	_	_	_	SR[23]
75-2	BO105	75	possa	possa	linguistic	_	_	_	_	_	_	SR[23]
75-3	BO105	75	essere	essere	linguistic	_	_	_	_	_	_	SR[23]
75-4	BO105	75	un	un	linguistic	_	_	_	_	_	_	_
75-5	BO105	75	confronto	confronto	linguistic	_	_	_	_	_	_	_
75-6	BO105	75	rra	rra	linguistic	_	_	_	_	_	_	_
75-7	BO105	75	gli	gli	linguistic	_	_	_	_	_	_	_
75-8	BO105	75	insegnanti,	insegnanti	linguistic	Intonation=weakly_rising	End=318.466	_	_	_	_	_
76-0	BO105	76	e	e	linguistic	_	Begin=318.503	_	_	_	_	_
76-1	BO105	76	possano	possano	linguistic	_	_	_	_	_	_	_
76-2	BO105	76	essere	essere	linguistic	_	_	_	_	_	_	_
76-3	BO105	76	un	un	linguistic	_	_	_	_	_	_	_
76-4	BO105	76	po'	po'	linguistic	_	_	_	_	_	_	_
76-5	BO105	76	più	più	linguistic	_	_	_	_	_	_	_
76-6	BO105	76	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
76-7	BO105	76	oggettivate.	oggettivate	linguistic	Intonation=Falling	End=320.855	_	_	_	_	_
77-0	BO105	77	e::hm	ehm	linguistic	_	Begin=321.751|End=323.023	0x2	_	_	_	FP
78-0	BO105	78	inoltre	inoltre	linguistic	_	Begin=323.94	_	_	_	_	_
78-1	BO105	78	porcelli,	porcelli	linguistic	Intonation=weakly_rising	End=325.608	_	_	_	_	_
79-0	BO105	79	°sto	sto	linguistic	Volume=Low	Begin=326.24	_	_	_	_	_
79-1	BO105	79	pesando,°	pesando	linguistic	Intonation=weakly_rising|Volume=Low	End=327.19	_	_	_	_	_
80-0	BO104	80	ti	ti	linguistic	_	Begin=327.89	_	_	_	_	_
80-1	BO104	80	ricordi	ricordi	linguistic	_	_	_	_	_	_	_
80-2	BO104	80	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
80-3	BO104	80	articolo,	articolo	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
80-4	BO104	80	è	è	linguistic	_	_	_	_	_	_	_
80-5	BO104	80	quello::,	quello	linguistic	Intonation=weakly_rising	End=330.14	5x2	_	_	_	_
81-0	BO104	81	verifiche	verifiche	linguistic	_	Begin=330.703	_	_	_	_	_
81-1	BO104	81	comode,	comode	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
81-2	BO104	81	verifiche	verifiche	linguistic	_	_	_	_	_	_	_
81-3	BO104	81	valide.	valide	linguistic	Intonation=Falling	End=332.606	_	_	_	_	_
82-0	BO104	82	la	la	linguistic	_	Begin=335.54	_	_	_	_	_
82-1	BO104	82	valutazione	valutazione	linguistic	_	_	_	_	_	_	_
82-2	BO104	82	delle	delle	linguistic	_	_	_	_	_	_	_
82-3	BO104	82	competenze	competenze	linguistic	_	_	_	_	_	_	_
82-4	BO104	82	linguistico	linguistico	linguistic	_	_	_	_	_	_	_
82-5	BO104	82	comunicative	comunicative	linguistic	_	_	_	_	_	_	_
82-6	BO104	82	in	in	linguistic	_	_	_	_	_	_	_
82-7	BO104	82	italiano	italiano	linguistic	_	_	_	_	_	_	_
82-8	BO104	82	elle	elle	linguistic	_	_	_	_	_	_	_
82-9	BO104	82	due:,	due	linguistic	Intonation=weakly_rising	End=339.061	2x1	_	_	_	_
83-0	BO105	83	[sì]	sì	linguistic	_	Begin=339.08|End=339.57	_	_	_	0-2(11)	BC
84-0	BO104	84	[verifiche]	verifiche	linguistic	_	Begin=339.088	_	_	_	0-9(11)	_
84-1	BO104	84	comode,	comode	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
84-2	BO104	84	verifiche	verifiche	linguistic	_	_	_	_	_	_	_
84-3	BO104	84	valide.	valide	linguistic	Intonation=Falling	End=340.903	_	_	_	_	_
85-0	BO104	85	anche	anche	linguistic	_	Begin=341.5	_	_	_	_	_
85-1	BO104	85	in	in	linguistic	_	_	_	_	_	_	_
85-2	BO104	85	termini	termini	linguistic	_	_	_	_	_	_	_
85-3	BO104	85	proprio	proprio	linguistic	_	_	_	_	_	_	_
85-4	BO104	85	di	di	linguistic	_	_	_	_	_	_	_
85-5	BO104	85	oggettività	oggettività	linguistic	_	_	_	_	_	_	_
85-6	BO104	85	della:	della	linguistic	_	_	4x1	_	_	_	_
85-7	BO104	85	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_	_
85-8	BO104	85	item	item	linguistic	_	_	_	_	_	_	_
85-9	BO104	85	a	a	linguistic	_	_	_	_	_	_	_
85-10	BO104	85	risposta	risposta	linguistic	_	_	_	_	_	_	_
85-11	BO104	85	chiusa,	chiusa	linguistic	Intonation=weakly_rising	End=346.87	_	_	_	_	_
86-0	BO104	86	in	in	linguistic	_	Begin=347.296	_	_	_	_	_
86-1	BO104	86	qualche	qualche	linguistic	_	_	_	_	_	_	_
86-2	BO104	86	modo:	modo	linguistic	_	_	3x1	_	_	_	_
86-3	BO104	86	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
86-4	BO104	86	insomma	insomma	linguistic	_	End=349.276	_	_	_	_	_
87-0	BO104	87	in	in	linguistic	_	Begin=350.453	_	_	_	_	_
87-1	BO104	87	che	che	linguistic	_	_	_	_	_	_	_
87-2	BO104	87	senso	senso	linguistic	_	_	_	_	_	_	_
87-3	BO104	87	non	non	linguistic	_	_	_	_	_	_	_
87-4	BO104	87	è	è	linguistic	_	_	_	_	_	_	_
87-5	BO104	87	effettivamente	effettivamente	linguistic	_	_	_	_	_	_	_
87-6	BO104	87	oggetivo,	oggetivo	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
87-7	BO104	87	>cioè<	cioè	linguistic	_	_	_	Fast=0-4	_	_	_
87-8	BO104	87	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
87-9	BO104	87	in	in	linguistic	_	_	_	_	_	_	_
87-10	BO104	87	letteratura	letteratura	linguistic	_	_	_	_	_	_	_
87-11	BO104	87	si	si	linguistic	_	_	_	_	_	_	_
87-12	BO104	87	tende	tende	linguistic	_	_	_	_	_	_	_
87-13	BO104	87	a	a	linguistic	_	_	_	_	_	_	_
87-14	BO104	87	fare	fare	linguistic	_	_	_	_	_	_	_
87-15	BO104	87	questa	questa	linguistic	_	_	_	_	_	_	_
87-16	BO104	87	distinzione	distinzione	linguistic	_	_	_	_	_	_	_
87-17	BO104	87	un	un	linguistic	_	_	_	_	_	_	_
87-18	BO104	87	po'	po'	linguistic	_	_	_	_	_	_	_
87-19	BO104	87	rigida	rigida	linguistic	_	_	_	_	_	_	_
87-20	BO104	87	tra,	tra	linguistic	Intonation=weakly_rising	End=356.54	_	_	_	_	_
88-0	BO104	88	testo	testo	linguistic	_	Begin=356.89	_	_	_	_	_
88-1	BO104	88	oggettivo	oggettivo	linguistic	_	_	_	_	_	_	_
88-2	BO104	88	e	e	linguistic	_	_	_	_	_	_	_
88-3	BO104	88	testo	testo	linguistic	_	_	_	_	_	_	_
88-4	BO104	88	[soggettivo],	soggettivo	linguistic	Intonation=weakly_rising	_	_	_	_	0-10(12)	_
88-5	BO104	88	no?	no	linguistic	Intonation=Rising	End=359.4	_	_	_	_	_
89-0	BO105	89	[sì]	sì	linguistic	_	Begin=358.525|End=358.885	_	_	_	0-2(12)	BC
90-0	BO104	90	dicendo	dicendo	linguistic	_	Begin=359.66	_	_	_	_	_
90-1	BO104	90	appunto	appunto	linguistic	_	_	_	_	_	_	_
90-2	BO104	90	che	che	linguistic	_	_	_	_	_	_	_
90-3	BO104	90	il	il	linguistic	_	_	_	_	_	_	_
90-4	BO104	90	testo	testo	linguistic	_	_	_	_	_	_	_
90-5	BO104	90	oggettivo	oggettivo	linguistic	_	_	_	_	_	_	_
90-6	BO104	90	è	è	linguistic	_	_	_	_	_	_	_
90-7	BO104	90	il	il	linguistic	_	_	_	_	_	_	_
90-8	BO104	90	test,	test	linguistic	Intonation=weakly_rising	End=362.131	_	_	_	_	_
91-0	BO104	91	e::h	eh	linguistic	_	Begin=362.846	0x2	_	_	_	FP
91-1	BO104	91	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
91-2	BO104	91	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
91-3	BO104	91	item	item	linguistic	_	_	_	_	_	_	_
91-4	BO104	91	a	a	linguistic	_	_	_	_	_	_	_
91-5	BO104	91	risposta	risposta	linguistic	_	_	_	_	_	_	_
91-6	BO104	91	chiusa	chiusa	linguistic	_	_	_	_	_	_	_
91-7	BO104	91	con	con	linguistic	_	_	_	_	_	_	_
91-8	BO104	91	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_	_
91-9	BO104	91	unica	unica	linguistic	_	_	_	_	_	_	_
91-10	BO104	91	risposta	risposta	linguistic	_	_	_	_	_	_	_
91-11	BO104	91	correta:,	correta	linguistic	Intonation=weakly_rising	_	6x1	_	_	_	_
91-12	BO104	91	gli	gli	linguistic	_	_	_	_	_	_	_
91-13	BO104	91	item	item	linguistic	_	_	_	_	_	_	_
91-14	BO104	91	discreti	discreti	linguistic	_	_	_	_	_	_	_
91-15	BO104	91	eccetera	eccetera	linguistic	_	_	_	_	_	_	_
91-16	BO104	91	però,	però	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
91-17	BO104	91	in	in	linguistic	_	_	_	_	_	_	_
91-18	BO104	91	che	che	linguistic	_	_	_	_	_	_	_
91-19	BO104	91	senso	senso	linguistic	_	_	_	_	_	_	_
91-20	BO104	91	questa	questa	linguistic	_	_	_	_	_	_	_
91-21	BO104	91	oggettività,	oggettività	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
91-22	BO104	91	è	è	linguistic	_	_	_	_	_	_	_
91-23	BO104	91	comunque	comunque	linguistic	_	_	_	_	_	_	_
91-24	BO104	91	parziale?	parziale	linguistic	Intonation=Rising	End=372.67	_	_	_	_	_
92-0	BO105	92	m:::	m	linguistic	_	Begin=373.801|End=374.766	0x3	_	_	_	FP
93-0	BO105	93	nel	nel	linguistic	_	Begin=379.96	_	_	_	_	_
93-1	BO105	93	senso,	senso	linguistic	Intonation=weakly_rising	End=381.691	_	_	_	_	_
94-0	BO105	94	>sto	sto	linguistic	_	Begin=382.861	_	Fast=0-3	_	_	_
94-1	BO105	94	cercando<	cercando	linguistic	_	_	_	Fast=0-8	_	_	_
94-2	BO105	94	di	di	linguistic	_	_	_	_	_	_	_
94-3	BO105	94	ricord[are],	ricordare	linguistic	Intonation=weakly_rising	End=384.076	_	_	_	6-9(13)	_
95-0	BO104	95	[sì	sì	linguistic	_	Begin=383.6	_	_	_	0-2(13)	BC[1]
95-1	BO104	95	sì]	sì	linguistic	_	_	_	_	_	0-2(13)	BC[1]
95-2	BO104	95	no	no	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
95-3	BO104	95	anche	anche	linguistic	_	_	_	_	_	_	_
95-4	BO104	95	a	a	linguistic	_	_	_	_	_	_	_
95-5	BO104	95	ragiona[mento	ragionamento	linguistic	_	_	_	_	_	7-12(14)	_
95-6	BO104	95	eh],	eh	linguistic	Intonation=weakly_rising	_	_	_	_	0-2(14)	FP
95-7	BO104	95	anche:	anche	linguistic	_	End=386.09	4x1	_	_	_	_
96-0	BO105	96	[sì	sì	linguistic	_	Begin=385.21	_	_	_	0-2(14)	BC[2]
96-1	BO105	96	sì].	sì	linguistic	Intonation=Falling	End=385.89	_	_	_	0-2(14)	BC[2]
97-0	BO104	97	facendo	facendo	linguistic	_	Begin=386.215	_	_	_	_	_
97-1	BO104	97	un	un	linguistic	_	_	_	_	_	_	_
97-2	BO104	97	ragionamento	ragionamento	linguistic	_	_	_	_	_	_	_
97-3	BO104	97	tuo	tuo	linguistic	_	_	_	_	_	_	_
97-4	BO104	97	insomma.	insomma	linguistic	Intonation=Falling	End=387.756	_	_	_	_	_
98-0	BO105	98	penso	penso	linguistic	_	Begin=392.303	_	_	_	_	_
98-1	BO105	98	che	che	linguistic	_	_	_	_	_	_	_
98-2	BO105	98	possa	possa	linguistic	_	_	_	_	_	_	_
98-3	BO105	98	non	non	linguistic	_	_	_	_	_	_	_
98-4	BO105	98	essere	essere	linguistic	_	_	_	_	_	_	_
98-5	BO105	98	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
98-6	BO105	98	oggettivamente	oggettivamente	linguistic	_	_	_	_	_	_	SR[24]
98-7	BO105	98	m:	m	linguistic	_	_	0x1	_	_	_	FP[11]|SR[24]
98-8	BO105	98	eh	eh	linguistic	_	_	_	_	_	_	FP[11]|SR[24]
98-9	BO105	98	c~	c~	linguistic	Interrupted=Yes	End=396.43	_	_	_	_	SR[24]
99-0	BO105	99	assolutamente	assolutamente	linguistic	_	Begin=396.626	_	_	_	_	SR[24]
99-1	BO105	99	oggettiva,	oggettiva	linguistic	Intonation=weakly_rising	End=398.443	_	_	_	_	SR[24]
100-0	BO105	100	e::hm	ehm	linguistic	_	Begin=399.34	0x2	_	_	_	FP
100-1	BO105	100	forse	forse	linguistic	_	_	_	_	_	_	_
100-2	BO105	100	perché	perché	linguistic	_	_	_	_	_	_	_
100-3	BO105	100	possono	possono	linguistic	_	_	_	_	_	_	_
100-4	BO105	100	essere	essere	linguistic	_	_	_	_	_	_	_
100-5	BO105	100	date,	date	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
100-6	BO105	100	in	in	linguistic	_	_	_	_	_	_	_
100-7	BO105	100	alcune	alcune	linguistic	_	_	_	_	_	_	_
100-8	BO105	100	situazioni	situazioni	linguistic	_	_	_	_	_	_	_
100-9	BO105	100	vari	vari	linguistic	_	_	_	_	_	_	_
100-10	BO105	100	tipi	tipi	linguistic	_	_	_	_	_	_	_
100-11	BO105	100	di	di	linguistic	_	_	_	_	_	_	_
100-12	BO105	100	risposte,	risposte	linguistic	Intonation=weakly_rising	End=404.278	_	_	_	_	_
101-0	BO105	101	e:	e	linguistic	_	Begin=404.805	0x1	_	_	_	_
101-1	BO105	101	quindi	quindi	linguistic	_	_	_	_	_	_	_
101-2	BO105	101	anche	anche	linguistic	_	_	_	_	_	_	_
101-3	BO105	101	questo	questo	linguistic	_	_	_	_	_	_	_
101-4	BO105	101	va:	va	linguistic	_	_	1x1	_	_	_	_
101-5	BO105	101	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
101-6	BO105	101	e:h	eh	linguistic	_	_	0x1	_	_	_	FP
101-7	BO105	101	va	va	linguistic	_	_	_	_	_	_	_
101-8	BO105	101	valutato.	valutato	linguistic	Intonation=Falling	End=407.548	_	_	_	_	_
102-0	BO105	102	e::hm	ehm	linguistic	_	Begin=408.428|End=410.045	0x2	_	_	_	FP
103-0	BO105	103	inoltre,	inoltre	linguistic	Intonation=weakly_rising	Begin=410.543	_	_	_	_	_
103-1	BO105	103	perché:	perché	linguistic	_	_	5x1	_	_	_	_
103-2	BO105	103	dipende	dipende	linguistic	_	_	_	_	_	_	_
103-3	BO105	103	anche,	anche	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
103-4	BO105	103	dal	dal	linguistic	_	_	_	_	_	_	_
103-5	BO105	103	dal	dal	linguistic	_	_	_	_	_	_	_
103-6	BO105	103	valuatore.	valuatore	linguistic	Intonation=Falling	_	_	_	_	_	_
103-7	BO105	103	dal	dal	linguistic	_	_	_	_	_	_	_
103-8	BO105	103	soggetto	soggetto	linguistic	_	_	_	_	_	_	_
103-9	BO105	103	che	che	linguistic	_	_	_	_	_	_	_
103-10	BO105	103	valuta,	valuta	linguistic	Intonation=weakly_rising	End=415.515	_	_	_	_	_
104-0	BO105	104	dare	dare	linguistic	_	Begin=415.991	_	_	_	_	_
104-1	BO105	104	appunto,	appunto	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
104-2	BO105	104	mh	mh	linguistic	_	_	_	_	_	_	FP
104-3	BO105	104	la	la	linguistic	_	_	_	_	_	_	SR[25]
104-4	BO105	104	definizio~	definizio~	linguistic	Interrupted=Yes	_	_	_	_	_	SR[25]
104-5	BO105	104	mh	mh	linguistic	_	End=419.25	_	_	_	_	FP|SR[25]
105-0	BO105	105	decidere	decidere	linguistic	_	Begin=420.176	_	_	_	_	SR[25]
105-1	BO105	105	appunto	appunto	linguistic	_	_	_	_	_	_	SR[25]
105-2	BO105	105	qual	qual	linguistic	_	_	_	_	_	_	SR[25]
105-3	BO105	105	è,	è	linguistic	Intonation=weakly_rising	_	_	_	_	_	SR[25]
105-4	BO105	105	la	la	linguistic	_	_	_	_	_	_	SR[25]
105-5	BO105	105	definizione:	definizione	linguistic	_	_	10x1	_	_	_	SR[25]
105-6	BO105	105	oggettiva,	oggettiva	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
105-7	BO105	105	e	e	linguistic	_	_	_	_	_	_	_
105-8	BO105	105	cosa	cosa	linguistic	_	_	_	_	_	_	_
105-9	BO105	105	decidere	decidere	linguistic	_	_	_	_	_	_	_
105-10	BO105	105	di	di	linguistic	_	_	_	_	_	_	_
105-11	BO105	105	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
105-12	BO105	105	cosa	cosa	linguistic	_	_	_	_	_	_	_
105-13	BO105	105	decidere	decidere	linguistic	_	_	_	_	_	_	_
105-14	BO105	105	di,	di	linguistic	Intonation=weakly_rising	End=424.84	_	_	_	_	_
106-0	BO105	106	m::	m	linguistic	_	Begin=424.931	0x2	_	_	_	FP
106-1	BO105	106	rendere	rendere	linguistic	_	_	_	_	_	_	_
106-2	BO105	106	valido,	valido	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
106-3	BO105	106	e	e	linguistic	_	_	_	_	_	_	_
106-4	BO105	106	cosa	cosa	linguistic	_	_	_	_	_	_	_
106-5	BO105	106	meno.	meno	linguistic	Intonation=Falling	End=427.57	_	_	_	_	_
107-0	BO104	107	m.	m	linguistic	Intonation=Falling	Begin=427.67	_	_	_	_	BC
107-1	BO104	107	allora	allora	linguistic	_	_	_	_	_	_	_
107-2	BO104	107	diciamo	diciamo	linguistic	_	_	_	_	_	_	_
107-3	BO104	107	che	che	linguistic	_	_	_	_	_	_	_
107-4	BO104	107	questa	questa	linguistic	_	_	_	_	_	_	_
107-5	BO104	107	oggettività::	oggettività	linguistic	_	_	10x2	_	_	_	_
107-6	BO104	107	è	è	linguistic	_	_	_	_	_	_	_
107-7	BO104	107	viene	viene	linguistic	_	_	_	_	_	_	_
107-8	BO104	107	messa	messa	linguistic	_	_	_	_	_	_	_
107-9	BO104	107	in	in	linguistic	_	_	_	_	_	_	_
107-10	BO104	107	discussione,	discussione	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
107-11	BO104	107	perché	perché	linguistic	_	_	_	_	_	_	_
107-12	BO104	107	intanto,	intanto	linguistic	Intonation=weakly_rising	End=434.07	_	_	_	_	_
108-0	BO104	108	l::	l	linguistic	_	Begin=434.311	0x2	_	_	_	_
108-1	BO104	108	le	le	linguistic	_	_	_	_	_	_	_
108-2	BO104	108	prove	prove	linguistic	_	_	_	_	_	_	_
108-3	BO104	108	in	in	linguistic	_	_	_	_	_	_	_
108-4	BO104	108	sè,	sè	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
108-5	BO104	108	>cioè<	cioè	linguistic	_	_	_	Fast=0-4	_	_	_
108-6	BO104	108	la	la	linguistic	_	_	_	_	_	_	_
108-7	BO104	108	costruzione	costruzione	linguistic	_	_	_	_	_	_	_
108-8	BO104	108	della	della	linguistic	_	_	_	_	_	_	_
108-9	BO104	108	[prova],	prova	linguistic	Intonation=weakly_rising	End=437.588	_	_	_	0-5(15)	_
109-0	BO105	109	[la	la	linguistic	_	Begin=436.826	_	_	_	0-2(15)	_
109-1	BO105	109	prova]	prova	linguistic	_	_	_	_	_	0-5(15)	_
109-2	BO105	109	si	si	linguistic	_	_	_	_	_	_	_
109-3	BO105	109	non	non	linguistic	_	_	_	_	_	_	_
109-4	BO105	109	è,	è	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
109-5	BO105	109	giusto.	giusto	linguistic	Intonation=Falling	End=438.02	_	_	_	_	BC
110-0	BO104	110	riflette	riflette	linguistic	_	Begin=438.05	_	_	_	_	_
110-1	BO104	110	comunque	comunque	linguistic	_	_	_	_	_	_	_
110-2	BO104	110	an[che::],	anche	linguistic	Intonation=weakly_rising	_	4x2	_	_	2-5(19)	_
110-3	BO104	110	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_	_
110-4	BO104	110	interpretazione	interpretazione	linguistic	_	_	_	_	_	_	_
110-5	BO104	110	[della	della	linguistic	_	_	_	_	_	0-5(16)	_
110-6	BO104	110	compe]tenza.	competenza	linguistic	Intonation=Falling	_	_	_	_	0-5(16)	_
110-7	BO104	110	[data	data	linguistic	_	_	_	_	_	0-4(17)	_
110-8	BO104	110	dal]	dal	linguistic	_	_	_	_	_	0-3(17)	_
110-9	BO104	110	redattore,	redattore	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
110-10	BO104	110	[no]?	no	linguistic	Intonation=Rising	End=444.8	_	_	_	0-2(18)	_
111-0	BO105	111	[sì].	sì	linguistic	Intonation=Falling	Begin=439.58|End=440.02	_	_	_	0-2(19)	BC
112-0	BO105	112	[certo].	certo	linguistic	Intonation=Falling	Begin=441.48|End=442.16	_	_	_	0-5(16)	BC
113-0	BO105	113	[sì	sì	linguistic	_	Begin=442.788	_	_	_	0-2(17)	BC[3]
113-1	BO105	113	sì	sì	linguistic	_	_	_	_	_	0-2(17)	BC[3]
113-2	BO105	113	sì].	sì	linguistic	Intonation=Falling	End=443.325	_	_	_	0-2(17)	BC[3]
114-0	BO105	114	[mh].	mh	linguistic	Intonation=Falling	Begin=444.28|End=444.72	_	_	_	0-2(18)	BC
115-0	BO104	115	e:::hm:	ehm	linguistic	_	Begin=445.366|End=447.001	0x3,2x1	_	_	_	FP
116-0	BO104	116	e	e	linguistic	_	Begin=447.768	_	_	_	_	_
116-1	BO104	116	poi	poi	linguistic	_	_	_	_	_	_	_
116-2	BO104	116	anche	anche	linguistic	_	_	_	_	_	_	_
116-3	BO104	116	perché,	perché	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
116-4	BO104	116	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
116-5	BO104	116	come	come	linguistic	_	_	_	_	_	_	_
116-6	BO104	116	avevi	avevi	linguistic	_	_	_	_	_	_	_
116-7	BO104	116	accennato	accennato	linguistic	_	_	_	_	_	_	_
116-8	BO104	116	prima,	prima	linguistic	Intonation=weakly_rising	End=452.008	_	_	_	_	_
117-0	BO104	117	m::	m	linguistic	_	Begin=452.398	0x2	_	_	_	FP
117-1	BO104	117	comunque,	comunque	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
117-2	BO104	117	la	la	linguistic	_	_	_	_	_	_	_
117-3	BO104	117	tipologia	tipologia	linguistic	_	_	_	_	_	_	_
117-4	BO104	117	di	di	linguistic	_	_	_	_	_	_	_
117-5	BO104	117	prova,	prova	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
117-6	BO104	117	s'(	s'	linguistic	SpaceAfter=No	_	_	_	_	_	SR[26]
117-7	BO104	117	in~	in~	linguistic	Interrupted=Yes	_	_	_	_	_	SR[26]
117-8	BO104	117	si	si	linguistic	_	_	_	_	_	_	SR[26]
117-9	BO104	117	scontra:,	scontra	linguistic	Intonation=weakly_rising	_	6x1	_	_	_	SR[26]
117-10	BO104	117	con	con	linguistic	_	_	_	_	_	_	_
117-11	BO104	117	le:	le	linguistic	_	_	1x1	_	_	_	_
117-12	BO104	117	caratteistiche	caratteistiche	linguistic	_	_	_	_	_	_	_
117-13	BO104	117	e	e	linguistic	_	_	_	_	_	_	_
117-14	BO104	117	con	con	linguistic	_	_	_	_	_	_	_
117-15	BO104	117	gli	gli	linguistic	_	_	_	_	_	_	_
117-16	BO104	117	stili	stili	linguistic	_	_	_	_	_	_	_
117-17	BO104	117	cognitivi	cognitivi	linguistic	_	_	_	_	_	_	_
117-18	BO104	117	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
117-19	BO104	117	di	di	linguistic	_	_	_	_	_	_	_
117-20	BO104	117	chi	chi	linguistic	_	_	_	_	_	_	_
117-21	BO104	117	svolge	svolge	linguistic	_	_	_	_	_	_	_
117-22	BO104	117	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
117-23	BO104	117	esercizio.	esercizio	linguistic	Intonation=Falling	End=461.388	_	_	_	_	_
118-0	BO105	118	sì	sì	linguistic	_	Begin=461.43|End=461.64	_	_	_	_	BC
119-0	BO104	119	quindi	quindi	linguistic	_	Begin=461.678	_	_	_	_	_
119-1	BO104	119	può	può	linguistic	_	_	_	_	_	_	_
119-2	BO104	119	i[n	in	linguistic	_	_	_	_	_	1-2(20)	_
119-3	BO104	119	qualche	qualche	linguistic	_	_	_	_	_	0-7(20)	_
119-4	BO104	119	mo]do	modo	linguistic	_	_	_	_	_	0-2(20)	_
119-5	BO104	119	penalizz[are,	penalizzare	linguistic	Intonation=weakly_rising	_	_	_	_	8-11(21)	_
119-6	BO104	119	o::]	o	linguistic	_	_	0x2	_	_	0-1(21)	_
119-7	BO104	119	avvantaggiare	avvantaggiare	linguistic	_	_	_	_	_	_	_
119-8	BO104	119	alcuni	alcuni	linguistic	_	End=466.108	_	_	_	_	_
120-0	BO105	120	[sì].	sì	linguistic	Intonation=Falling	Begin=462.71|End=463.27	_	_	_	0-2(20)	BC
121-0	BO105	121	[esatto]	esatto	linguistic	_	Begin=463.95|End=464.62	_	_	_	0-6(21)	BC
122-0	BO105	122	tra	tra	linguistic	_	Begin=466.236	_	_	_	_	_
122-1	BO105	122	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
122-2	BO105	122	altro	altro	linguistic	_	_	_	_	_	_	_
122-3	BO105	122	mi	mi	linguistic	_	_	_	_	_	_	_
122-4	BO105	122	è	è	linguistic	_	_	_	_	_	_	_
122-5	BO105	122	capitato	capitato	linguistic	_	_	_	_	_	_	_
122-6	BO105	122	durante	durante	linguistic	_	_	_	_	_	_	_
122-7	BO105	122	il	il	linguistic	_	_	_	_	_	_	_
122-8	BO105	122	tirocinio	tirocinio	linguistic	_	_	_	_	_	_	_
122-9	BO105	122	che	che	linguistic	_	_	_	_	_	_	_
122-10	BO105	122	sto	sto	linguistic	_	_	_	_	_	_	_
122-11	BO105	122	svolgendo,	svolgendo	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
122-12	BO105	122	di	di	linguistic	_	_	_	_	_	_	_
122-13	BO105	122	correggere:	correggere	linguistic	_	_	9x1	_	_	_	_
