token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
262-0	BO089	262	[sì,	sì	linguistic	Intonation=WeaklyRising	Begin=673.862	_	_	_	0-2(?)	BC[28]
262-1	BO089	262	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(?)	BC[28]
262-2	BO089	262	sì,	sì	linguistic	Intonation=WeaklyRising	_	_	_	_	0-2(?)	BC[28]
262-3	BO089	262	certo].	certo	linguistic	Intonation=Falling	End=675.102	_	_	_	0-5(?)	BC[28]
263-0	BO087	263	[è	è	linguistic	_	Begin=674.9	_	_	_	0-1(76)	_
263-1	BO087	263	mol]to	molto	linguistic	_	_	_	_	_	0-3(76)	_
263-2	BO087	263	parti[colare],	particolare	linguistic	Intonation=WeaklyRising	End=676.152	_	_	_	5-11(77)	_
264-0	BO089	264	[legata]	legata	linguistic	_	Begin=675.528	_	_	_	0-6(77)	_
264-1	BO089	264	insomma:	insomma	linguistic	ProsodicLink=Yes	_	6x1	_	_	_	_
264-2	BO089	264	alla	alla	linguistic	_	_	_	_	_	_	_
264-3	BO089	264	filosofia	filosofia	linguistic	_	_	_	_	_	_	_
264-4	BO089	264	confuciana	confuciana	linguistic	_	_	_	_	_	_	_
264-5	BO089	264	in	in	linguistic	_	_	_	_	_	_	_
264-6	BO089	264	cui	cui	linguistic	_	_	_	_	_	_	_
264-7	BO089	264	la	la	linguistic	_	_	_	_	_	_	SR[97]
264-8	BO089	264	fem~	fem~	linguistic	Interrupted=Yes	_	_	_	_	_	SR[97]
264-9	BO089	264	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	SR[97]
264-10	BO089	264	la	la	linguistic	_	_	_	_	_	_	SR[97]
264-11	BO089	264	famiglia	famiglia	linguistic	_	_	_	_	_	_	SR[97]
264-12	BO089	264	è	è	linguistic	_	_	_	_	_	_	_
264-13	BO089	264	importantissima,	importantissima	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
264-14	BO089	264	quindi:	quindi	linguistic	_	End=680.49	5x1	_	_	_	_
265-0	BO087	265	mh,	mh	linguistic	Intonation=WeaklyRising	Begin=680.89|End=681.08	_	_	_	_	BC
266-0	BO089	266	[si]	si	linguistic	_	Begin=680.892	_	_	_	0-2(78)	_
266-1	BO089	266	chiamano:::	chiamano	linguistic	_	_	7x3	_	_	_	_
266-2	BO089	266	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
266-3	BO089	266	cioè	cioè	linguistic	_	_	_	_	_	_	_
266-4	BO089	266	a	a	linguistic	_	_	_	_	_	_	_
266-5	BO089	266	volte	volte	linguistic	_	_	_	_	_	_	_
266-6	BO089	266	anche	anche	linguistic	_	_	_	_	_	_	_
266-7	BO089	266	i	i	linguistic	_	_	_	_	_	_	_
266-8	BO089	266	miei	miei	linguistic	_	_	_	_	_	_	_
266-9	BO089	266	compagni,	compagni	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
266-10	BO089	266	gli	gli	linguistic	_	_	_	_	_	_	_
266-11	BO089	266	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
266-12	BO089	266	alle:	alle	linguistic	_	_	3x1	_	_	_	_
266-13	BO089	266	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
266-14	BO089	266	alle	alle	linguistic	_	_	_	_	_	_	_
266-15	BO089	266	elementari	elementari	linguistic	_	_	_	_	_	_	_
266-16	BO089	266	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_	_
266-17	BO089	266	era	era	linguistic	_	_	_	_	_	_	_
266-18	BO089	266	un	un	linguistic	_	_	_	_	_	_	_
266-19	BO089	266	cine:se,	cinese	linguistic	Intonation=WeaklyRising	_	3x1	_	_	_	_
266-20	BO089	266	lo	lo	linguistic	_	_	_	_	_	_	_
266-21	BO089	266	chiamvano	chiamvano	linguistic	_	_	_	_	_	_	_
266-22	BO089	266	per	per	linguistic	_	_	_	_	_	_	_
266-23	BO089	266	cognome,	cognome	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
266-24	BO089	266	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
266-25	BO089	266	giou.	giou	linguistic	Intonation=Falling	End=688.124	_	_	_	_	_
267-0	BO087	267	[m:h],	mh	linguistic	Intonation=WeaklyRising	Begin=688.46|End=688.792	0x1	_	_	0-2(79)	BC
268-0	BO089	268	[o]	o	linguistic	_	Begin=688.51	_	_	_	0-1(79)	_
268-1	BO089	268	liu	liu	linguistic	_	_	_	_	_	_	_
268-2	BO089	268	fen,	fen	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
268-3	BO089	268	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
268-4	BO089	268	ce	ce	linguistic	_	_	_	_	_	_	_
268-5	BO089	268	n'	n'	linguistic	SpaceAfter=No	_	_	_	_	_	_
268-6	BO089	268	era	era	linguistic	_	_	_	_	_	_	_
268-7	BO089	268	un	un	linguistic	_	_	_	_	_	_	_
268-8	BO089	268	altro,	altro	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
268-9	BO089	268	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
268-10	BO089	268	eh	eh	linguistic	_	_	_	_	_	_	FP
268-11	BO089	268	cognome	cognome	linguistic	_	_	_	_	_	_	_
268-12	BO089	268	era.	era	linguistic	Intonation=Falling	End=691.23	_	_	_	_	_
269-0	BO087	269	per	per	linguistic	_	Begin=691.23	_	_	_	_	BC[29]
269-1	BO087	269	cognome,	cognome	linguistic	Intonation=WeaklyRising	_	_	_	_	_	BC[29]
269-2	BO087	269	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
269-3	BO087	269	[sì	sì	linguistic	_	_	_	_	_	0-2(80)	BC[30]
269-4	BO087	269	sì],	sì	linguistic	Intonation=WeaklyRising	_	_	_	_	0-2(80)	BC[30]
269-5	BO087	269	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	BC[30]
269-6	BO087	269	okay.	okay	linguistic	Intonation=Falling	End=693.17	_	_	_	_	BC[30]
270-0	BO089	270	[sì	sì	linguistic	_	Begin=691.91	_	_	_	0-2(80)	_
270-1	BO089	270	sì],	sì	linguistic	Intonation=WeaklyRising	End=692.39	_	_	_	0-2(80)	_
271-0	BO089	271	e::h	eh	linguistic	ProsodicLink=Yes	Begin=693.15	0x2	_	_	_	FP[68]
271-1	BO089	271	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP[68]
271-2	BO089	271	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
271-3	BO089	271	e	e	linguistic	_	_	_	_	_	_	_
271-4	BO089	271	poi::	poi	linguistic	_	_	2x2	_	_	_	_
271-5	BO089	271	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
271-6	BO089	271	rivi~,	rivi~	linguistic	Intonation=WeaklyRising	_	_	_	_	_	SR[98]
271-7	BO089	271	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	SR[98]
271-8	BO089	271	il	il	linguistic	_	_	_	_	_	_	SR[98]
271-9	BO089	271	nome	nome	linguistic	_	_	_	_	_	_	SR[98]
271-10	BO089	271	della	della	linguistic	_	_	_	_	_	_	SR[98]
271-11	BO089	271	rivista,	rivista	linguistic	Intonation=WeaklyRising	_	_	_	_	_	SR[98]
271-12	BO089	271	tra	tra	linguistic	_	_	_	_	_	_	_
271-13	BO089	271	virgolette	virgolette	linguistic	_	_	_	_	_	_	_
271-14	BO089	271	basse,	basse	linguistic	Intonation=WeaklyRising	End=697.83	_	_	_	_	_
272-0	BO089	272	e::::h	eh	linguistic	_	Begin=698.588	0x4	_	_	_	FP
272-1	BO089	272	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
272-2	BO089	272	e	e	linguistic	_	_	_	_	_	_	_
272-3	BO089	272	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
272-4	BO089	272	e	e	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
272-5	BO089	272	l	l	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
272-6	BO089	272	[n:::],	n	linguistic	Intonation=WeaklyRising	End=700.424	0x3	_	_	0-1(82)	_
273-0	BO087	273	[che	che	linguistic	_	Begin=700.135	_	_	_	0-3(82)	_
273-1	BO087	273	co]s'	cos'	linguistic	SpaceAfter=No	_	_	_	_	0-2(82)	_
273-2	BO087	273	è	è	linguistic	_	_	_	_	_	_	_
273-3	BO087	273	questo?	questo	linguistic	Intonation=Rising	End=701.13	_	_	_	_	_
274-0	BO089	274	cosa?	cosa	linguistic	Intonation=Rising	Begin=703.691|End=704.222	_	_	_	_	OR
275-0	BO087	275	quello	quello	linguistic	_	Begin=704.271	_	_	_	_	_
275-1	BO087	275	che	che	linguistic	_	_	_	_	_	_	_
275-2	BO087	275	mi	mi	linguistic	_	_	_	_	_	_	_
275-3	BO087	275	ha	ha	linguistic	_	_	_	_	_	_	_
275-4	BO087	275	detto	detto	linguistic	_	_	_	_	_	_	_
275-5	BO087	275	che	che	linguistic	_	_	_	_	_	_	_
275-6	BO087	275	è	è	linguistic	_	_	_	_	_	_	_
275-7	BO087	275	tra	tra	linguistic	_	_	_	_	_	_	_
275-8	BO087	275	virgolette	virgolette	linguistic	_	_	_	_	_	_	_
275-9	BO087	275	basse.	basse	linguistic	Intonation=Falling	End=706.222	_	_	_	_	_
276-0	BO089	276	il	il	linguistic	_	Begin=706.258	_	_	_	_	_
276-1	BO089	276	nome	nome	linguistic	_	_	_	_	_	_	_
276-2	BO089	276	della	della	linguistic	_	_	_	_	_	_	_
276-3	BO089	276	rivista.	rivista	linguistic	Intonation=Falling	End=707.496	_	_	_	_	_
277-0	BO087	277	che	che	linguistic	_	Begin=707.496	_	_	_	_	OR[99]
277-1	BO087	277	cosè?	cosè	linguistic	Intonation=Rising	End=708.142	_	_	_	_	OR[99]
278-0	BO089	278	il	il	linguistic	_	Begin=710.34	_	_	_	_	_
278-1	BO089	278	luogo,	luogo	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
278-2	BO089	278	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
278-3	BO089	278	e	e	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
278-4	BO089	278	e	e	linguistic	_	_	_	_	_	_	_
278-5	BO089	278	il	il	linguistic	_	_	_	_	_	_	_
278-6	BO089	278	luogo	luogo	linguistic	_	_	_	_	_	_	_
278-7	BO089	278	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
278-8	BO089	278	e	e	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
278-9	BO089	278	m::::h	mh	linguistic	_	_	0x4	_	_	_	FP
278-10	BO089	278	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
278-11	BO089	278	[la],	la	linguistic	Intonation=WeaklyRising	End=713.8	_	_	_	0-2(83)	_
279-0	BO087	279	[il]	il	linguistic	_	Begin=713.57	_	_	_	0-2(83)	OR[100]
279-1	BO087	279	nome,	nome	linguistic	Intonation=WeaklyRising	_	_	_	_	_	OR[100]
279-2	BO087	279	della	della	linguistic	_	_	_	_	_	_	OR[100]
279-3	BO087	279	rivista?	rivista	linguistic	Intonation=Rising	End=715.076	_	_	_	_	OR[100]
280-0	BO089	280	il	il	linguistic	_	Begin=716.598	_	_	_	_	_
280-1	BO089	280	titolo	titolo	linguistic	_	_	_	_	_	_	_
280-2	BO089	280	della	della	linguistic	_	_	_	_	_	_	_
280-3	BO089	280	rivista.	rivista	linguistic	Intonation=Falling	_	_	_	_	_	_
280-4	BO089	280	((ride))	((ride))	nonverbalbehavior	_	End=718.205	_	_	_	_	_
281-0	BO087	281	se	se	linguistic	_	Begin=717.921	_	_	_	_	_
281-1	BO087	281	torna	torna	linguistic	_	_	_	_	_	_	_
281-2	BO087	281	a	a	linguistic	_	_	_	_	_	_	_
281-3	BO087	281	confondere	confondere	linguistic	_	_	_	_	_	_	_
281-4	BO087	281	nome	nome	linguistic	_	_	_	_	_	_	_
281-5	BO087	281	e	e	linguistic	_	_	_	_	_	_	_
281-6	BO087	281	titolo	titolo	linguistic	_	_	_	_	_	_	_
281-7	BO087	281	mi	mi	linguistic	_	_	_	_	_	_	_
281-8	BO087	281	arrabbio	arrabbio	linguistic	_	_	_	_	_	_	_
281-9	BO087	281	eh.	eh	linguistic	Intonation=Falling	End=720.515	_	_	_	_	_
282-0	BO089	282	scu[si]	scusi	linguistic	_	Begin=720.496	_	_	_	3-5(?)	_
282-1	BO089	282	((ride))	((ride))	nonverbalbehavior	_	End=721.68	_	_	_	_	_
283-0	BO087	283	[siamo]	siamo	linguistic	_	Begin=720.773	_	_	_	0-5(86)	_
283-1	BO087	283	in	in	linguistic	_	_	_	_	_	_	_
283-2	BO087	283	bilbiografia	bilbiografia	linguistic	_	_	_	_	_	_	_
283-3	BO087	283	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
283-4	BO087	283	[il	il	linguistic	_	_	_	_	_	0-2(87)	_
283-5	BO087	283	titolo	titolo	linguistic	_	_	_	_	_	0-6(87)	_
283-6	BO087	283	della	della	linguistic	_	_	_	_	_	0-5(87)	_
283-7	BO087	283	rivista].	rivista	linguistic	Intonation=Falling	End=723.76	_	_	_	0-7(87)	_
284-0	BO089	284	[il	il	linguistic	_	Begin=721.995	_	_	_	0-2(87)	BC[31]
284-1	BO089	284	titolo	titolo	linguistic	_	_	_	_	_	0-6(87)	BC[31]
284-2	BO089	284	della	della	linguistic	_	_	_	_	_	0-5(87)	BC[31]
284-3	BO089	284	rivista].	rivista	linguistic	Intonation=Falling	End=723.748	_	_	_	0-7(87)	BC[31]
285-0	BO089	285	e	e	linguistic	_	Begin=724.469	_	_	_	_	_
285-1	BO089	285	poi	poi	linguistic	_	_	_	_	_	_	_
285-2	BO089	285	abbiamo	abbiamo	linguistic	_	_	_	_	_	_	_
285-3	BO089	285	invece	invece	linguistic	_	_	_	_	_	_	_
285-4	BO089	285	il	il	linguistic	_	_	_	_	_	_	_
285-5	BO089	285	numero,	numero	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
285-6	BO089	285	della	della	linguistic	_	_	_	_	_	_	_
285-7	BO089	285	rivista,	rivista	linguistic	Intonation=WeaklyRising	End=726.948	_	_	_	_	_
286-0	BO089	286	e:::h	eh	linguistic	_	Begin=727.279	0x3	_	_	_	FP
286-1	BO089	286	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
286-2	BO089	286	anno	anno	linguistic	_	_	_	_	_	_	_
286-3	BO089	286	di:::	di	linguistic	_	_	1x3	_	_	_	_
286-4	BO089	286	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
286-5	BO089	286	di	di	linguistic	_	_	_	_	_	_	_
286-6	BO089	286	pubblicazione,	pubblicazione	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
286-7	BO089	286	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
286-8	BO089	286	e	e	linguistic	_	_	_	_	_	_	_
286-9	BO089	286	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
286-10	BO089	286	e:h	eh	linguistic	ProsodicLink=Yes	_	0x1	_	_	_	FP[69]
286-11	BO089	286	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP[69]
286-12	BO089	286	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
286-13	BO089	286	e	e	linguistic	_	_	_	_	_	_	_
286-14	BO089	286	il	il	linguistic	_	_	_	_	_	_	_
286-15	BO089	286	mese,	mese	linguistic	Intonation=WeaklyRising	End=732.29	_	_	_	_	_
287-0	BO087	287	>perfetto	perfetto	linguistic	_	Begin=732.444	_	Fast=0-8	_	_	BC
287-1	BO087	287	(.)	[PAUSE]	shortpause	_	_	_	Fast=0-3	_	_	_
287-2	BO087	287	e	e	linguistic	_	_	_	Fast=0-1	_	_	_
287-3	BO087	287	il	il	linguistic	_	_	_	Fast=0-2	_	_	_
287-4	BO087	287	titolo	titolo	linguistic	_	_	_	Fast=0-6	_	_	_
287-5	BO087	287	della	della	linguistic	_	_	_	Fast=0-5	_	_	_
287-6	BO087	287	rivista	rivista	linguistic	_	_	_	Fast=0-7	_	_	_
287-7	BO087	287	è<,	è	linguistic	Intonation=WeaklyRising	_	_	Fast=0-1	_	_	_
287-8	BO087	287	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
287-9	BO087	287	[mar~	mar~	linguistic	Interrupted=Yes	_	_	_	_	0-4(88)	_
287-10	BO087	287	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(88)	_
287-11	BO087	287	c]a,	ca	linguistic	Intonation=WeaklyRising	End=735.309	_	_	_	0-1(88)	_
288-0	BO089	288	[<marca>],	marca	linguistic	Intonation=WeaklyRising	Begin=733.966|End=735.1	_	Slow=0-5	_	0-5(88)	_
289-0	BO087	289	marca.	marca	linguistic	Intonation=Falling	Begin=735.395|End=735.999	_	_	_	_	BC
290-0	BO089	290	rivista	rivista	linguistic	_	Begin=736.042	_	_	_	_	_
290-1	BO089	290	di	di	linguistic	_	_	_	_	_	_	_
290-2	BO089	290	confine,	confine	linguistic	Intonation=WeaklyRising	End=737.315	_	_	_	_	_
291-0	BO087	291	cos'	cos'	linguistic	SpaceAfter=No	Begin=737.315	_	_	_	_	_
291-1	BO087	291	è	è	linguistic	_	_	_	_	_	_	_
291-2	BO087	291	rivista	rivista	linguistic	_	_	_	_	_	_	_
291-3	BO087	291	di	di	linguistic	_	_	_	_	_	_	_
291-4	BO087	291	confine?	confine	linguistic	Intonation=Rising	End=738.673	_	_	_	_	_
292-0	BO089	292	e:::::.	e	linguistic	Intonation=Falling	Begin=739.204|End=740.4	0x5	_	_	_	_
293-0	BO089	293	m::::::h.	mh	linguistic	Intonation=Falling	Begin=741.549|End=742.861	0x6	_	_	_	FP
294-0	BO089	294	una	una	linguistic	_	Begin=743.495	_	_	_	_	_
294-1	BO089	294	rivista::::	rivista	linguistic	_	_	6x4	_	_	_	_
294-2	BO089	294	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
294-3	BO089	294	in	in	linguistic	_	_	_	_	_	_	_
294-4	BO089	294	cui	cui	linguistic	_	_	_	_	_	_	_
294-5	BO089	294	vengono	vengono	linguistic	_	_	_	_	_	_	_
294-6	BO089	294	pubblicate	pubblicate	linguistic	_	_	_	_	_	_	_
294-7	BO089	294	dell[e:::],	delle	linguistic	Intonation=WeaklyRising	End=747.27	4x3	_	_	4-5(89)	_
295-0	BO087	295	[no	no	linguistic	_	Begin=746.792	_	_	_	0-2(89)	_
295-1	BO087	295	ris]petto	rispetto	linguistic	_	_	_	_	_	0-3(89)	_
295-2	BO087	295	a	a	linguistic	_	_	_	_	_	_	_
295-3	BO087	295	ma:rca,	marca	linguistic	Intonation=WeaklyRising	_	1x1	_	_	_	_
295-4	BO087	295	dico	dico	linguistic	_	_	_	_	_	_	_
295-5	BO087	295	questo	questo	linguistic	_	_	_	_	_	_	_
295-6	BO087	295	è	è	linguistic	_	_	_	_	_	_	_
295-7	BO087	295	il	il	linguistic	_	_	_	_	_	_	_
295-8	BO087	295	titolo	titolo	linguistic	_	_	_	_	_	_	_
295-9	BO087	295	de[lla	della	linguistic	_	_	_	_	_	2-5(90)	_
295-10	BO087	295	rivista	rivista	linguistic	_	_	_	_	_	0-7(90)	_
295-11	BO087	295	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(90)	_
295-12	BO087	295	questo]?	questo	linguistic	Intonation=Rising	End=750.44	_	_	_	0-6(90)	_
296-0	BO089	296	[ah,	ah	linguistic	Intonation=WeaklyRising	Begin=749.379	_	_	_	0-2(90)	BC[32]
296-1	BO089	296	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(90)	BC[32]
296-2	BO089	296	okay].	okay	linguistic	Intonation=Falling	End=750.384	_	_	_	0-4(90)	BC[32]
297-0	BO089	297	è	è	linguistic	_	Begin=750.577	_	_	_	_	_
297-1	BO089	297	u	u	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
297-2	BO089	297	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP
297-3	BO089	297	sotto[ti:tolo].	sottotitolo	linguistic	Intonation=Falling	End=752.13	6x1	_	_	5-11(91)	_
298-0	BO087	298	[un	un	linguistic	_	Begin=751.465	_	_	_	0-2(91)	_
298-1	BO087	298	sottoti]tolo,	sottotitolo	linguistic	Intonation=WeaklyRising	_	_	_	_	0-7(91)	_
298-2	BO087	298	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
298-3	BO087	298	[perfetto].	perfetto	linguistic	Intonation=Falling	End=753.24	_	_	_	0-8(92)	_
299-0	BO089	299	[un	un	linguistic	_	Begin=752.32	_	_	_	0-2(92)	_
299-1	BO089	299	sottotitolo::]::	sottotitolo	linguistic	_	_	10x4	_	_	0-11(92)	_
299-2	BO089	299	che	che	linguistic	_	_	_	_	_	_	_
299-3	BO089	299	ci	ci	linguistic	_	_	_	_	_	_	_
299-4	BO089	299	spiega::	spiega	linguistic	ProsodicLink=Yes	_	5x2	_	_	_	_
299-5	BO089	299	mh,	mh	linguistic	Intonation=WeaklyRising	End=755.69	_	_	_	_	FP
300-0	BO089	300	meglio	meglio	linguistic	_	Begin=755.75	_	_	_	_	_
300-1	BO089	300	inso[mma:	insomma	linguistic	_	_	6x1	_	_	4-7(93)	_
300-2	BO089	300	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(93)	_
300-3	BO089	300	il	il	linguistic	_	_	_	_	_	0-2(93)	_
300-4	BO089	300	titolo	titolo	linguistic	_	_	_	_	_	0-6(93)	_
300-5	BO089	300	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(93)	_
300-6	BO089	300	esatto].	esatto	linguistic	Intonation=Falling	End=758.855	_	_	_	0-6(93)	BC
301-0	BO087	301	[il	il	linguistic	_	Begin=756.415	_	_	_	0-2(93)	_
301-1	BO087	301	titolo	titolo	linguistic	_	_	_	_	_	0-6(93)	_
301-2	BO087	301	che	che	linguistic	_	_	_	_	_	0-3(93)	_
301-3	BO087	301	non	non	linguistic	_	_	_	_	_	0-3(93)	_
301-4	BO087	301	è	è	linguistic	_	_	_	_	_	0-1(93)	_
301-5	BO087	301	poi	poi	linguistic	_	_	_	_	_	0-3(93)	_
301-6	BO087	301	così	così	linguistic	_	_	_	_	_	0-4(93)	_
301-7	BO087	301	chiaro	chiaro	linguistic	_	_	_	_	_	0-6(93)	_
301-8	BO087	301	no]?	no	linguistic	Intonation=Rising	_	_	_	_	0-2(93)	_
301-9	BO087	301	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
301-10	BO087	301	marca,	marca	linguistic	Intonation=WeaklyRising	End=759.123	_	_	_	_	_
302-0	BO089	302	e:h	eh	linguistic	ProsodicLink=Yes	Begin=759.131	0x1	_	_	_	FP[70]
302-1	BO089	302	mh,	mh	linguistic	Intonation=WeaklyRising	_	_	_	_	_	FP[70]
302-2	BO089	302	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
302-3	BO089	302	e	e	linguistic	_	_	_	_	_	_	_
302-4	BO089	302	poi	poi	linguistic	_	_	_	_	_	_	_
302-5	BO089	302	abbiamo	abbiamo	linguistic	_	_	_	_	_	_	_
302-6	BO089	302	le	le	linguistic	_	_	_	_	_	_	_
302-7	BO089	302	pagine	pagine	linguistic	_	_	_	_	_	_	_
302-8	BO089	302	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
302-9	BO089	302	ho	ho	linguistic	_	_	_	_	_	_	_
302-10	BO089	302	riportato	riportato	linguistic	_	_	_	_	_	_	_
302-11	BO089	302	le	le	linguistic	_	_	_	_	_	_	_
302-12	BO089	302	pagine	pagine	linguistic	_	_	_	_	_	_	_
302-13	BO089	302	relative	relative	linguistic	ProsodicLink=Yes	_	_	_	_	_	_
302-14	BO089	302	al	al	linguistic	_	_	_	_	_	_	_
302-15	BO089	302	dove	dove	linguistic	_	_	_	_	_	_	_
302-16	BO089	302	posso	posso	linguistic	_	_	_	_	_	_	_
302-17	BO089	302	trovare	trovare	linguistic	_	_	_	_	_	_	_
302-18	BO089	302	la	la	linguistic	_	_	_	_	_	_	_
302-19	BO089	302	tradu[zione].	traduzione	linguistic	Intonation=Falling	End=765.91	_	_	_	5-10(94)	_
303-0	BO087	303	[il	il	linguistic	_	Begin=765.156	_	_	_	0-2(94)	BC[33]
303-1	BO087	303	contribu]to	contributo	linguistic	_	_	_	_	_	0-8(94)	BC[33]
303-2	BO087	303	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	BC[33]
303-3	BO087	303	perfetto.	perfetto	linguistic	Intonation=Falling	End=767.146	_	_	_	_	BC[33]
304-0	BO089	304	e:::	e	linguistic	ProsodicLink=Yes	Begin=767.64	0x3	_	_	_	FP[71]
304-1	BO089	304	m:::h,	mh	linguistic	Intonation=WeaklyRising	End=768.7	0x3	_	_	_	FP[71]
305-0	BO089	305	mh,	mh	linguistic	Intonation=WeaklyRising	Begin=769.834|End=770.291	_	_	_	_	FP
306-0	BO087	306	anche	anche	linguistic	_	Begin=770.291	_	_	_	_	_
306-1	BO087	306	qui	qui	linguistic	_	_	_	_	_	_	_
306-2	BO087	306	abbiamo	abbiamo	linguistic	_	_	_	_	_	_	_
306-3	BO087	306	una	una	linguistic	_	_	_	_	_	_	_
306-4	BO087	306	notizia	notizia	linguistic	_	_	_	_	_	_	_
306-5	BO087	306	simile,	simile	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
306-6	BO087	306	tratt[a	tratta	linguistic	_	_	_	_	_	5-6(95)	_
306-7	BO087	306	dalla	dalla	linguistic	_	_	_	_	_	0-5(95)	_
306-8	BO087	306	ste]ssa	stessa	linguistic	_	_	_	_	_	0-3(95)	_
306-9	BO087	306	rivista,	rivista	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
306-10	BO087	306	cominci	cominci	linguistic	_	_	_	_	_	_	_
306-11	BO087	306	pure	pure	linguistic	_	_	_	_	_	_	_
306-12	BO087	306	a	a	linguistic	_	_	_	_	_	_	_
306-13	BO087	306	commentare	commentare	linguistic	_	_	_	_	_	_	_
306-14	BO087	306	da	da	linguistic	_	_	_	_	_	_	_
306-15	BO087	306	qui,	qui	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
306-16	BO087	306	perché	perché	linguistic	_	_	_	_	_	_	_
306-17	BO087	306	è	è	linguistic	_	_	_	_	_	_	_
306-18	BO087	306	qui	qui	linguistic	_	_	_	_	_	_	_
306-19	BO087	306	che	che	linguistic	_	_	_	_	_	_	_
306-20	BO087	306	ho	ho	linguistic	_	_	_	_	_	_	_
306-21	BO087	306	notato	notato	linguistic	_	_	_	_	_	_	_
306-22	BO087	306	la	la	linguistic	_	_	_	_	_	_	_
306-23	BO087	306	cosa	cosa	linguistic	_	_	_	_	_	_	_
306-24	BO087	306	che	che	linguistic	_	_	_	_	_	_	_
306-25	BO087	306	non	non	linguistic	_	_	_	_	_	_	_
306-26	BO087	306	mi	mi	linguistic	_	_	_	_	_	_	_
306-27	BO087	306	torna:,	torna	linguistic	Intonation=WeaklyRising	End=777.258	4x1	_	_	_	_
307-0	BO089	307	[sì:],	sì	linguistic	Intonation=WeaklyRising	Begin=772.37|End=772.745	1x1	_	_	0-2(95)	BC
308-0	BO089	308	e:::h	eh	linguistic	ProsodicLink=Yes	Begin=777.77	0x3	_	_	_	FP[72]
308-1	BO089	308	m:::h,	mh	linguistic	Intonation=WeaklyRising	End=778.866	0x3	_	_	_	FP[72]
309-0	BO089	309	[il	il	linguistic	_	Begin=779.6	_	_	_	0-2(96)	_
309-1	BO089	309	titolo	titolo	linguistic	_	_	_	_	_	0-6(96)	_
309-2	BO089	309	del],	del	linguistic	Intonation=WeaklyRising	End=780.554	_	_	_	0-3(96)	_
